CVE,In JSON,In Benchmark,JSON CWEs,Benchmark CWEs,Matched CWEs,Only in JSON,Only in Benchmark,Has Match,Exact Match,Precision,Recall,F1 Score
CVE-2021-1261,True,True,CWE-77;CWE-78,CWE-77;CWE-20,CWE-77,CWE-78,CWE-20,True,False,0.5,0.5,0.5
CVE-2021-1262,True,True,CWE-20;CWE-78,CWE-77;CWE-20,CWE-20,CWE-78,CWE-77,True,False,0.5,0.5,0.5
CVE-2021-1263,True,True,CWE-20;CWE-78,CWE-77;CWE-20,CWE-20,CWE-78,CWE-77,True,False,0.5,0.5,0.5
CVE-2021-1264,True,True,CWE-20;CWE-78,CWE-78;CWE-20,CWE-20;CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-1266,True,True,CWE-770;CWE-400,CWE-400,CWE-400,CWE-770,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1269,True,False,CWE-863;CWE-862,,,CWE-863;CWE-862,,False,False,0.0,0,0
CVE-2021-1270,True,False,CWE-863,,,CWE-863,,False,False,0.0,0,0
CVE-2021-1273,True,True,CWE-770;CWE-1284;CWE-400,CWE-119,,CWE-770;CWE-1284;CWE-400,CWE-119,False,False,0.0,0.0,0
CVE-2021-1274,True,True,CWE-476;CWE-754;CWE-20,CWE-476,CWE-476,CWE-20;CWE-754,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-1278,True,True,CWE-668;CWE-59,CWE-59;CWE-20,CWE-59,CWE-668,CWE-20,True,False,0.5,0.5,0.5
CVE-2021-1279,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-1282,True,True,CWE-22;CWE-89,CWE-89;CWE-20,CWE-89,CWE-22,CWE-20,True,False,0.5,0.5,0.5
CVE-2021-1284,True,False,CWE-863,,,CWE-863,,False,False,0.0,0,0
CVE-2021-1286,True,True,CWE-79;CWE-116,CWE-20,,CWE-79;CWE-116,CWE-20,False,False,0.0,0.0,0
CVE-2021-1296,True,True,CWE-22;CWE-20,CWE-22,CWE-22,CWE-20,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1297,True,True,CWE-22;CWE-20,CWE-22,CWE-22,CWE-20,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1298,True,True,CWE-20;CWE-78,CWE-77;CWE-20,CWE-20,CWE-78,CWE-77,True,False,0.5,0.5,0.5
CVE-2021-1299,True,True,CWE-20;CWE-78,CWE-77,,CWE-78;CWE-20,CWE-77,False,False,0.0,0.0,0
CVE-2021-1300,True,True,CWE-20;CWE-119;CWE-78,CWE-119,CWE-119,CWE-78;CWE-20,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-1301,True,True,CWE-119;CWE-20,CWE-20,CWE-20,CWE-119,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1305,True,True,CWE-863;CWE-200,CWE-863,CWE-863,CWE-200,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1308,True,True,CWE-1284;CWE-119;CWE-401,CWE-401;CWE-20,CWE-401,CWE-1284;CWE-119,CWE-20,True,False,0.3333333333333333,0.5,0.4
CVE-2021-1309,True,True,CWE-1284;CWE-787;CWE-400;CWE-401,CWE-401;CWE-20,CWE-401,CWE-1284;CWE-787;CWE-400,CWE-20,True,False,0.25,0.5,0.3333333333333333
CVE-2021-1310,True,True,CWE-601;CWE-20,CWE-601;CWE-20,CWE-601;CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-1312,True,True,CWE-770;CWE-400,CWE-400,CWE-400,CWE-770,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1313,True,True,CWE-770;CWE-1284;CWE-400;CWE-401,CWE-401,CWE-401,CWE-770;CWE-1284;CWE-400,,True,False,0.25,1.0,0.4
CVE-2021-1314,True,True,CWE-20;CWE-78,CWE-78;CWE-20,CWE-20;CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-1315,True,True,CWE-20;CWE-78,CWE-78;CWE-20,CWE-20;CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-1316,True,True,CWE-20;CWE-78,CWE-78;CWE-20,CWE-20;CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-1317,True,True,CWE-20;CWE-78,CWE-78;CWE-20,CWE-20;CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-1318,True,True,CWE-20;CWE-78,CWE-78;CWE-20,CWE-20;CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-1349,True,True,CWE-77;CWE-20,CWE-74;CWE-20,CWE-20,CWE-77,CWE-74,True,False,0.5,0.5,0.5
CVE-2021-1351,True,True,CWE-79;CWE-20,CWE-79,CWE-79,CWE-20,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1352,True,True,CWE-400;CWE-20,CWE-119;CWE-20,CWE-20,CWE-400,CWE-119,True,False,0.5,0.5,0.5
CVE-2021-1355,True,True,CWE-22;CWE-89,CWE-89;CWE-20,CWE-89,CWE-22,CWE-20,True,False,0.5,0.5,0.5
CVE-2021-1357,True,True,CWE-22;CWE-89,CWE-22;CWE-20,CWE-22,CWE-89,CWE-20,True,False,0.5,0.5,0.5
CVE-2021-1358,True,True,CWE-601;CWE-20,CWE-601;CWE-20,CWE-601;CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-1362,True,True,CWE-94;CWE-20,CWE-94,CWE-94,CWE-20,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1364,True,True,CWE-89;CWE-20,CWE-89;CWE-20,CWE-89;CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-1366,True,True,CWE-427;CWE-20,CWE-427,CWE-427,CWE-20,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1367,True,True,CWE-400;CWE-20,CWE-20,CWE-20,CWE-400,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1371,True,True,CWE-639;CWE-755;CWE-1188,CWE-269,,CWE-639;CWE-755;CWE-1188,CWE-269,False,False,0.0,0.0,0
CVE-2021-1378,True,True,CWE-400,CWE-400,CWE-400,,,True,True,1.0,1.0,1.0
CVE-2021-1382,True,True,CWE-20;CWE-78,CWE-78;CWE-20,CWE-20;CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-1383,True,True,CWE-20;CWE-78,CWE-88;CWE-20,CWE-20,CWE-78,CWE-88,True,False,0.5,0.5,0.5
CVE-2021-1384,True,True,CWE-20;CWE-78,CWE-78;CWE-20,CWE-20;CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-1388,True,False,CWE-287,,,CWE-287,,False,False,0.0,0,0
CVE-2021-1389,True,False,CWE-20,,,CWE-20,,False,False,0.0,0,0
CVE-2021-1392,True,True,CWE-522;CWE-732,CWE-522,CWE-522,CWE-732,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1397,True,True,CWE-601;CWE-20,CWE-601;CWE-20,CWE-601;CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-1400,True,True,CWE-20;CWE-269;CWE-78,CWE-269;CWE-20,CWE-269;CWE-20,CWE-78,,True,False,0.6666666666666666,1.0,0.8
CVE-2021-1401,True,True,CWE-20;CWE-78,CWE-78;CWE-20,CWE-20;CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-1402,True,True,CWE-400;CWE-20,CWE-20,CWE-20,CWE-400,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1403,True,True,CWE-1021;CWE-400;CWE-346,CWE-352;CWE-787;CWE-1021,CWE-1021,CWE-400;CWE-346,CWE-352;CWE-787,True,False,0.3333333333333333,0.3333333333333333,0.3333333333333333
CVE-2021-1404,True,True,CWE-1284;CWE-119,CWE-119,CWE-119,CWE-1284,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1405,True,True,CWE-476;CWE-909,CWE-476;CWE-909,CWE-476;CWE-909,,,True,True,1.0,1.0,1.0
CVE-2021-1406,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2021-1417,True,True,CWE-269;CWE-20,CWE-20,CWE-20,CWE-269,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1419,True,False,CWE-863,,,CWE-863,,False,False,0.0,0,0
CVE-2021-1421,True,True,CWE-20;CWE-78,CWE-78;CWE-20,CWE-20;CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-1422,True,True,CWE-617;CWE-755,CWE-617,CWE-617,CWE-755,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1423,True,True,CWE-20,CWE-668;CWE-20,CWE-20,,CWE-668,True,False,1.0,0.5,0.6666666666666666
CVE-2021-1431,True,True,CWE-400;CWE-20,CWE-20,CWE-20,CWE-400,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1432,True,True,CWE-20;CWE-78,CWE-74;CWE-20,CWE-20,CWE-78,CWE-74,True,False,0.5,0.5,0.5
CVE-2021-1433,True,True,CWE-190;CWE-1284;CWE-120;CWE-119,CWE-119,CWE-119,CWE-190;CWE-1284;CWE-120,,True,False,0.25,1.0,0.4
CVE-2021-1437,True,False,CWE-306;CWE-552,,,CWE-306;CWE-552,,False,False,0.0,0,0
CVE-2021-1438,True,True,CWE-863;CWE-639;CWE-20,CWE-668;CWE-20,CWE-20,CWE-863;CWE-639,CWE-668,True,False,0.3333333333333333,0.5,0.4
CVE-2021-1443,True,True,CWE-20;CWE-78,CWE-78,CWE-78,CWE-20,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1447,True,True,CWE-269;CWE-798,CWE-269,CWE-269,CWE-798,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1448,True,True,CWE-20;CWE-78,CWE-78;CWE-20,CWE-20;CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-1449,True,False,CWE-863,,,CWE-863,,False,False,0.0,0,0
CVE-2021-1450,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-1451,True,True,CWE-1284;CWE-120,CWE-119,,CWE-1284;CWE-120,CWE-119,False,False,0.0,0.0,0
CVE-2021-1459,True,True,CWE-78;CWE-20,CWE-20,CWE-20,CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1460,True,True,CWE-770;CWE-400,CWE-400,CWE-400,CWE-770,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1467,True,False,CWE-863,,,CWE-863,,False,False,0.0,0,0
CVE-2021-1468,True,True,CWE-862;CWE-269,CWE-287,,CWE-862;CWE-269,CWE-287,False,False,0.0,0.0,0
CVE-2021-1469,True,True,CWE-269;CWE-20,CWE-20,CWE-20,CWE-269,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1472,True,True,CWE-668;CWE-287,CWE-287,CWE-287,CWE-668,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1473,True,True,CWE-20;CWE-78,CWE-78,CWE-78,CWE-20,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1477,True,False,CWE-863,,,CWE-863,,False,False,0.0,0,0
CVE-2021-1479,True,True,CWE-20;CWE-78,CWE-119;CWE-20,CWE-20,CWE-78,CWE-119,True,False,0.5,0.5,0.5
CVE-2021-1480,True,True,CWE-22;CWE-668,CWE-20,,CWE-22;CWE-668,CWE-20,False,False,0.0,0.0,0
CVE-2021-1488,True,True,CWE-78;CWE-20,CWE-78;CWE-20,CWE-20;CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-1489,True,True,CWE-770;CWE-400,CWE-400,CWE-400,CWE-770,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1497,True,True,CWE-20;CWE-78,CWE-78,CWE-78,CWE-20,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1498,True,True,CWE-20;CWE-78,CWE-78,CWE-78,CWE-20,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1500,True,True,CWE-601;CWE-20,CWE-601;CWE-20,CWE-601;CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-1502,True,True,CWE-1284;CWE-94;CWE-20,CWE-119,,CWE-1284;CWE-94;CWE-20,CWE-119,False,False,0.0,0.0,0
CVE-2021-1505,True,True,CWE-287;CWE-862;CWE-269,CWE-862,CWE-862,CWE-287;CWE-269,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-1506,True,True,CWE-862;CWE-269,CWE-862,CWE-862,CWE-269,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1508,True,True,CWE-862;CWE-269,CWE-862,CWE-862,CWE-269,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1509,True,True,CWE-787;CWE-119;CWE-20,CWE-119,CWE-119,CWE-787;CWE-20,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-1510,True,True,CWE-787;CWE-119;CWE-20,CWE-119,CWE-119,CWE-787;CWE-20,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-1511,True,True,CWE-119;CWE-20,CWE-119,CWE-119,CWE-20,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1513,True,True,CWE-400;CWE-20,CWE-20,CWE-20,CWE-400,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1514,True,True,CWE-20;CWE-78,CWE-78;CWE-20,CWE-20;CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-1515,True,False,CWE-668;CWE-862;CWE-200,,,CWE-668;CWE-862;CWE-200,,False,False,0.0,0,0
CVE-2021-1518,True,True,CWE-94;CWE-20,CWE-94,CWE-94,CWE-20,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1519,True,True,CWE-1284;CWE-20,CWE-20,CWE-20,CWE-1284,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1521,True,True,CWE-1284;CWE-119;CWE-401,CWE-119,CWE-119,CWE-1284;CWE-401,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-1524,True,True,CWE-770;CWE-1284;CWE-400;CWE-20,CWE-20,CWE-20,CWE-770;CWE-1284;CWE-400,,True,False,0.25,1.0,0.4
CVE-2021-1537,True,True,CWE-522;CWE-200,CWE-522,CWE-522,CWE-200,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1539,True,True,CWE-863,CWE-863,CWE-863,,,True,True,1.0,1.0,1.0
CVE-2021-1540,True,True,CWE-863;CWE-78,CWE-863,CWE-863,CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1541,True,True,CWE-79;CWE-287;CWE-78,CWE-287,CWE-287,CWE-79;CWE-78,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-1542,True,True,CWE-79;CWE-665;CWE-287,CWE-287,CWE-287,CWE-79;CWE-665,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-1543,True,True,CWE-79;CWE-78,CWE-79,CWE-79,CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1547,True,True,CWE-20;CWE-78,CWE-77;CWE-20,CWE-20,CWE-78,CWE-77,True,False,0.5,0.5,0.5
CVE-2021-1548,True,True,CWE-20;CWE-78,CWE-77;CWE-20,CWE-20,CWE-78,CWE-77,True,False,0.5,0.5,0.5
CVE-2021-1549,True,True,CWE-20;CWE-78,CWE-77;CWE-20,CWE-20,CWE-78,CWE-77,True,False,0.5,0.5,0.5
CVE-2021-1550,True,True,CWE-20;CWE-78,CWE-77;CWE-20,CWE-20,CWE-78,CWE-77,True,False,0.5,0.5,0.5
CVE-2021-1551,True,True,CWE-20;CWE-78,CWE-77;CWE-20,CWE-20,CWE-78,CWE-77,True,False,0.5,0.5,0.5
CVE-2021-1552,True,True,CWE-20;CWE-78,CWE-77;CWE-20,CWE-20,CWE-78,CWE-77,True,False,0.5,0.5,0.5
CVE-2021-1553,True,True,CWE-20;CWE-78,CWE-77;CWE-20,CWE-20,CWE-78,CWE-77,True,False,0.5,0.5,0.5
CVE-2021-1554,True,True,CWE-20;CWE-78,CWE-77;CWE-20,CWE-20,CWE-78,CWE-77,True,False,0.5,0.5,0.5
CVE-2021-1555,True,True,CWE-20;CWE-78,CWE-77;CWE-20,CWE-20,CWE-78,CWE-77,True,False,0.5,0.5,0.5
CVE-2021-1559,True,True,CWE-20;CWE-78,CWE-78,CWE-78,CWE-20,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1560,True,True,CWE-20;CWE-78,CWE-77,,CWE-78;CWE-20,CWE-77,False,False,0.0,0.0,0
CVE-2021-1561,True,True,CWE-863,CWE-287,,CWE-863,CWE-287,False,False,0.0,0.0,0
CVE-2021-1562,True,True,CWE-639;CWE-20,CWE-20,CWE-20,CWE-639,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1563,True,True,CWE-770;CWE-1284;CWE-401,CWE-401,CWE-401,CWE-770;CWE-1284,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-1564,True,True,CWE-770;CWE-1284;CWE-401,CWE-401,CWE-401,CWE-770;CWE-1284,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-1567,True,True,CWE-362;CWE-427,CWE-427,CWE-427,CWE-362,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1569,True,True,CWE-532;CWE-20,CWE-20,CWE-20,CWE-532,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1570,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-1572,True,True,CWE-269,CWE-269,CWE-269,,,True,True,1.0,1.0,1.0
CVE-2021-1574,True,True,CWE-863;CWE-532,CWE-798,,CWE-863;CWE-532,CWE-798,False,False,0.0,0.0,0
CVE-2021-1576,True,True,CWE-863;CWE-532,CWE-798,,CWE-863;CWE-532,CWE-798,False,False,0.0,0.0,0
CVE-2021-1577,True,False,CWE-668,,,CWE-668,,False,False,0.0,0,0
CVE-2021-1579,True,True,CWE-863,CWE-269,,CWE-863,CWE-269,False,False,0.0,0.0,0
CVE-2021-1580,True,True,CWE-434;CWE-78,CWE-77,,CWE-434;CWE-78,CWE-77,False,False,0.0,0.0,0
CVE-2021-1581,True,False,CWE-434;CWE-78,,,CWE-434;CWE-78,,False,False,0.0,0,0
CVE-2021-1582,True,True,CWE-79;CWE-20,CWE-79;CWE-20,CWE-79;CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-1584,True,True,CWE-269;CWE-78,CWE-78,CWE-78,CWE-269,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1585,True,True,CWE-295;CWE-347;CWE-94,CWE-94,CWE-94,CWE-295;CWE-347,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-1588,True,True,CWE-400;CWE-20,CWE-119;CWE-20,CWE-20,CWE-400,CWE-119,True,False,0.5,0.5,0.5
CVE-2021-1589,True,True,CWE-862;CWE-200,CWE-522;CWE-863,,CWE-862;CWE-200,CWE-522;CWE-863,False,False,0.0,0.0,0
CVE-2021-1591,True,False,CWE-770;CWE-400,,,CWE-770;CWE-400,,False,False,0.0,0,0
CVE-2021-1600,True,False,CWE-20,,,CWE-20,,False,False,0.0,0,0
CVE-2021-1601,True,False,CWE-20,,,CWE-20,,False,False,0.0,0,0
CVE-2021-1602,True,True,CWE-20;CWE-78,CWE-78;CWE-20,CWE-20;CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-1612,True,True,CWE-668;CWE-59,CWE-59,CWE-59,CWE-668,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1615,True,False,CWE-770;CWE-1284;CWE-400,,,CWE-770;CWE-1284;CWE-400,,False,False,0.0,0,0
CVE-2021-1616,True,True,CWE-770;CWE-20,CWE-20,CWE-20,CWE-770,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1617,True,True,CWE-22;CWE-78,CWE-22,CWE-22,CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1618,True,True,CWE-22;CWE-20;CWE-78,CWE-78;CWE-20,CWE-20;CWE-78,CWE-22,,True,False,0.6666666666666666,1.0,0.8
CVE-2021-1619,True,True,CWE-908;CWE-400,CWE-908;CWE-787,CWE-908,CWE-400,CWE-787,True,False,0.5,0.5,0.5
CVE-2021-1622,True,True,CWE-667;CWE-400,CWE-667,CWE-667,CWE-400,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1640,True,True,CWE-59;CWE-367,CWE-59;CWE-367,CWE-59;CWE-367,,,True,True,1.0,1.0,1.0
CVE-2021-1642,True,True,CWE-269,CWE-59,,CWE-269,CWE-59,False,False,0.0,0.0,0
CVE-2021-1647,True,True,CWE-706;CWE-74;CWE-88;CWE-22;CWE-668;CWE-131;CWE-20,CWE-119;CWE-131;CWE-20,CWE-131;CWE-20,CWE-706;CWE-74;CWE-88;CWE-22;CWE-668,CWE-119,True,False,0.2857142857142857,0.6666666666666666,0.4
CVE-2021-1648,True,True,CWE-125;CWE-269,CWE-119,,CWE-125;CWE-269,CWE-119,False,False,0.0,0.0,0
CVE-2021-1651,True,True,CWE-59;CWE-269,CWE-416,,CWE-59;CWE-269,CWE-416,False,False,0.0,0.0,0
CVE-2021-1661,True,True,CWE-426;CWE-269;CWE-706;CWE-276;CWE-755;CWE-22;CWE-668;CWE-59;CWE-427,CWE-665,,CWE-426;CWE-269;CWE-706;CWE-276;CWE-755;CWE-22;CWE-668;CWE-59;CWE-427,CWE-665,False,False,0.0,0.0,0
CVE-2021-1662,True,True,CWE-345;CWE-269,CWE-119,,CWE-345;CWE-269,CWE-119,False,False,0.0,0.0,0
CVE-2021-1675,True,True,CWE-787;CWE-20,CWE-269,,CWE-787;CWE-20,CWE-269,False,False,0.0,0.0,0
CVE-2021-1685,True,True,CWE-667;CWE-908;CWE-552;CWE-706;CWE-367;CWE-178;CWE-362;CWE-22;CWE-665;CWE-668;CWE-59;CWE-427;CWE-20,CWE-59,CWE-59,CWE-667;CWE-908;CWE-552;CWE-706;CWE-367;CWE-178;CWE-362;CWE-22;CWE-665;CWE-668;CWE-427;CWE-20,,True,False,0.07692307692307693,1.0,0.14285714285714288
CVE-2021-1695,True,True,CWE-59;CWE-269;CWE-367,CWE-59,CWE-59,CWE-269;CWE-367,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-1697,True,True,CWE-59;CWE-269,CWE-59,CWE-59,CWE-269,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1705,True,True,CWE-787,CWE-787,CWE-787,,,True,True,1.0,1.0,1.0
CVE-2021-1725,True,True,CWE-668;CWE-200,CWE-287,,CWE-668;CWE-200,CWE-287,False,False,0.0,0.0,0
CVE-2021-1729,True,True,CWE-59;CWE-367,CWE-59,CWE-59,CWE-367,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1731,True,True,CWE-311;CWE-345,CWE-522,,CWE-311;CWE-345,CWE-522,False,False,0.0,0.0,0
CVE-2021-1732,True,True,CWE-269,CWE-787,,CWE-269,CWE-787,False,False,0.0,0.0,0
CVE-2021-1748,True,True,CWE-79;CWE-20,CWE-20,CWE-20,CWE-79,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1760,True,True,CWE-787;CWE-119,CWE-787,CWE-787,CWE-119,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1767,True,True,CWE-787;CWE-119;CWE-415,CWE-119,CWE-119,CWE-787;CWE-415,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-1770,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1772,True,True,CWE-119,CWE-119;CWE-20,CWE-119,,CWE-20,True,False,1.0,0.5,0.6666666666666666
CVE-2021-1782,True,True,CWE-667;CWE-362,CWE-667;CWE-362,CWE-667;CWE-362,,,True,True,1.0,1.0,1.0
CVE-2021-1784,True,False,CWE-732,,,CWE-732,,False,False,0.0,0,0
CVE-2021-1789,True,True,CWE-787;CWE-843,CWE-843,CWE-843,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1807,True,True,CWE-787;CWE-20,CWE-20,CWE-20,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1808,True,True,CWE-125;CWE-787,CWE-787;CWE-20,CWE-787,CWE-125,CWE-20,True,False,0.5,0.5,0.5
CVE-2021-1809,True,True,CWE-787;CWE-119,CWE-787;CWE-20,CWE-787,CWE-119,CWE-20,True,False,0.5,0.5,0.5
CVE-2021-1813,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-1816,True,True,CWE-787;CWE-119;CWE-120,CWE-119,CWE-119,CWE-787;CWE-120,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-1820,True,True,CWE-665;CWE-909,CWE-665,CWE-665,CWE-909,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1839,True,False,CWE-732,,,CWE-732,,False,False,0.0,0,0
CVE-2021-1840,True,True,CWE-787,CWE-787;CWE-20,CWE-787,,CWE-20,True,False,1.0,0.5,0.6666666666666666
CVE-2021-1844,True,True,CWE-787,CWE-787;CWE-20,CWE-787,,CWE-20,True,False,1.0,0.5,0.6666666666666666
CVE-2021-1863,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2021-1875,True,True,CWE-415,CWE-119;CWE-415,CWE-415,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-1879,True,True,CWE-79;CWE-416,CWE-79,CWE-79,CWE-416,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1883,True,True,CWE-787;CWE-119;CWE-415,CWE-119,CWE-119,CWE-787;CWE-415,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-1888,True,True,CWE-415,CWE-119;CWE-415,CWE-415,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-1890,True,True,CWE-787;CWE-20,CWE-787,CWE-787,CWE-20,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1892,True,True,CWE-1284;CWE-787;CWE-20,CWE-787;CWE-20,CWE-787;CWE-20,CWE-1284,,True,False,0.6666666666666666,1.0,0.8
CVE-2021-1894,False,True,,CWE-755,,,CWE-755,False,False,0,0.0,0
CVE-2021-1897,True,True,CWE-1284;CWE-119,CWE-119;CWE-20,CWE-119,CWE-1284,CWE-20,True,False,0.5,0.5,0.5
CVE-2021-1898,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-1901,True,True,CWE-119,CWE-119;CWE-20,CWE-119,,CWE-20,True,False,1.0,0.5,0.6666666666666666
CVE-2021-1903,True,True,CWE-1284;CWE-787,CWE-1284,CWE-1284,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1904,True,True,CWE-697,CWE-697,CWE-697,,,True,True,1.0,1.0,1.0
CVE-2021-1905,True,True,CWE-667;CWE-416,CWE-416,CWE-416,CWE-667,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1916,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-1921,True,True,CWE-415;CWE-119;CWE-367,CWE-787;CWE-367,CWE-367,CWE-119;CWE-415,CWE-787,True,False,0.3333333333333333,0.5,0.4
CVE-2021-1929,True,False,CWE-20,,,CWE-20,,False,False,0.0,0,0
CVE-2021-1930,True,True,CWE-125;CWE-1284,CWE-125,CWE-125,CWE-1284,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1934,True,True,CWE-787;CWE-755,CWE-787;CWE-415,CWE-787,CWE-755,CWE-415,True,False,0.5,0.5,0.5
CVE-2021-1950,True,True,CWE-459,CWE-287,,CWE-459,CWE-287,False,False,0.0,0.0,0
CVE-2021-1952,True,True,CWE-1284;CWE-119,CWE-119,CWE-119,CWE-1284,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-1958,True,True,CWE-362;CWE-416,CWE-362;CWE-416,CWE-362;CWE-416,,,True,True,1.0,1.0,1.0
CVE-2021-1960,True,True,CWE-400;CWE-20,CWE-400;CWE-20,CWE-400;CWE-20,,,True,True,1.0,1.0,1.0
